Epoch   E(m)   N(m)   U(m)
764 -0.0570039 0.911503 -0.149789
765 -0.0528922 0.915347 -0.162271
766 -0.217092 0.903916 -0.379396
767 -0.191487 0.895883 -0.341771
768 -0.174513 0.890009 -0.302677
769 -0.135866 0.898275 -0.255509
770 -0.186306 0.872688 -0.365719
771 -0.100363 0.870402 -0.290801
772 -0.142795 0.856924 -0.373797
773 -0.149818 0.841641 -0.393697
774 -0.217443 0.837134 -0.538958
775 -0.246821 0.822321 -0.631457
776 -0.334833 0.949209 -0.841422
777 -0.310543 0.939447 -0.802905
778 0.0513868 1.11662 -0.185928
779 0.0163674 1.04358 -0.260596
780 0.0160026 1.0699 -0.290073
781 0.0347316 1.06068 -0.262843
782 0.113785 1.03447 0.190113
783 0.153491 1.00794 0.259872
784 0.194658 1.01803 0.271705
785 0.206612 1.04074 0.288047
786 0.229679 1.04058 0.320881
787 0.258173 1.01726 0.406025
788 0.259585 1.01995 0.412623
789 0.269127 1.03648 0.384308
790 0.303134 1.02531 0.449965
791 0.324 1.03405 0.437685
792 0.38241 1.00364 0.528898
793 0.396482 1.01088 0.524526
794 0.380251 1.01942 0.505018
795 0.395705 1.0268 0.49865
796 0.40224 1.00831 0.505651
797 0.413968 1.00724 0.523845
798 0.435004 1.00914 0.520469
799 0.421093 0.992532 0.50871
800 0.45402 0.992466 0.524813
801 0.451859 0.994704 0.485152
802 0.464609 0.979347 0.5028
803 0.503297 0.972757 0.521407
804 0.532112 0.964018 0.529079
805 0.550958 0.958206 0.521812
806 0.563094 0.952958 0.511528
807 0.585076 0.949681 0.533834
808 0.601058 0.947958 0.512259
809 0.631882 0.95061 0.500653
810 0.630416 0.969064 0.461236
811 0.667019 0.969129 0.434612
812 0.677971 0.981365 0.397421
813 0.708217 0.996483 0.35049
814 0.752743 0.991683 0.315122
815 0.769639 0.995779 0.271067
816 0.79578 0.996866 0.251359
817 0.815701 1.00549 0.183031
818 0.856993 1.01681 0.13617
819 0.87993 1.01757 0.0673816
820 0.918753 1.02834 0.00785528
821 0.62013 0.710752 0.625993
822 0.657632 0.714724 0.59893
823 0.68625 0.721517 0.514751
824 0.512249 0.743079 0.856125
825 0.532796 0.741415 0.865
826 0.455656 0.495696 0.235557
827 0.518857 0.722937 0.743906
828 0.507981 0.691804 0.679447
829 0.494414 0.621517 0.515339
830 0.507216 0.636369 0.523255
831 0.476755 0.569345 0.362816
832 0.499172 0.593438 0.449147
833 0.515755 0.617368 0.517804
834 0.516636 0.626602 0.537076
835 0.513119 0.618148 0.462895
836 0.502342 0.598648 0.397199
837 0.500751 0.613889 0.44
838 0.487449 0.613119 0.351398
839 0.484811 0.601262 0.316734
840 0.4788 0.574001 0.301459
841 0.47436 0.560727 0.270552
842 0.481826 0.577933 0.304773
843 0.472986 0.564202 0.298451
844 0.468217 0.565041 0.320185
845 0.481764 0.573926 0.339154
846 0.47387 0.57627 0.350885
847 0.483842 0.57711 0.358557
848 0.486205 0.575254 0.353662
849 0.484204 0.569354 0.313391
850 0.483798 0.578121 0.309582
851 0.492473 0.589599 0.28456
852 0.501038 0.596889 0.282593
853 0.496101 0.624139 0.286817
854 0.488337 0.641681 0.311178
855 0.500414 0.647249 0.324294
856 0.49478 0.634569 0.297409
857 0.493568 0.626667 0.282064
858 0.502106 0.628529 0.2854
859 0.497696 0.61989 0.29124
860 0.507982 0.624155 0.297388
861 0.505701 0.615566 0.332217
862 0.50477 0.619309 0.331257
863 0.515918 0.628701 0.334799
864 0.526246 0.635458 0.3402
865 0.530649 0.635913 0.373372
866 0.522672 0.635847 0.375603
867 0.531957 0.633853 0.389188
868 0.521384 0.644721 0.371596
869 0.520764 0.657662 0.380601
870 0.517286 0.662997 0.361317
871 0.511196 0.666152 0.389773
872 0.503953 0.656961 0.381169
873 0.512275 0.656522 0.381325
874 0.505491 0.648591 0.372438
875 0.512854 0.660273 0.394894
876 0.505512 0.659026 0.396837
877 0.515237 0.663353 0.409521
878 0.522738 0.659666 0.396373
879 0.529656 0.655791 0.413273
880 0.53145 0.650835 0.416732
881 0.524672 0.647036 0.405967
882 0.529405 0.648385 0.391569
883 0.523316 0.655735 0.408773
884 0.52096 0.6515 0.399203
885 0.529336 0.656215 0.406183
886 0.539429 0.661218 0.412944
887 0.533573 0.662711 0.430195
888 0.535166 0.657784 0.393315
889 0.543238 0.649707 0.378879
890 0.532526 0.655944 0.401968
891 0.534194 0.657576 0.413441
892 0.540798 0.660078 0.41266
893 0.538448 0.653899 0.447597
894 0.535019 0.663487 0.431233
895 0.533643 0.665854 0.446052
896 0.535559 0.667472 0.443973
897 0.531736 0.662231 0.461305
898 0.538977 0.653527 0.478634
899 0.528001 0.651837 0.481121
900 0.540821 0.649241 0.468692
901 0.533514 0.652265 0.47754
902 0.352542 0.597222 0.251668
903 0.35541 0.601668 0.257953
904 0.354961 0.594229 0.261572
905 0.352807 0.591179 0.268166
906 0.35114 0.589565 0.258478
907 0.354231 0.590484 0.260771
908 0.356005 0.591562 0.251318
909 0.355823 0.597767 0.275805
910 0.361633 0.590888 0.246036
911 0.362703 0.590379 0.242756
912 0.36358 0.58033 0.249063
913 0.364956 0.581779 0.256871
914 0.366495 0.587148 0.264695
915 0.454501 0.365364 0.866904
916 0.469248 0.25384 0.796746
917 0.461676 0.314264 0.680937
918 0.476787 0.285052 0.731838
919 0.47813 0.285603 0.725618
920 0.486438 0.229092 0.884858
921 0.493215 0.21933 0.901313
922 0.51456 0.192774 1.01114
923 0.51653 0.181993 1.02237
924 0.528402 0.175111 1.07536
925 0.535314 0.167503 1.06762
926 0.534967 0.164129 1.10801
927 0.538327 0.166401 1.11075
928 0.530012 0.16775 1.08606
929 0.521729 0.173621 1.05909
930 0.52523 0.172296 1.09585
931 0.538713 0.157887 1.1618
932 0.559203 0.12393 1.28979
933 0.56357 0.125628 1.29924
934 0.570111 0.1159 1.32076
935 0.574553 0.107029 1.33866
936 0.582227 0.110506 1.34199
937 0.587133 0.102903 1.36607
938 0.591314 0.109456 1.37297
939 0.614121 0.100091 1.41256
940 0.631761 0.102999 1.39943
941 0.630744 0.107937 1.41513
942 0.627496 0.105207 1.42958
943 0.63769 0.0929104 1.46026
944 0.641893 0.118492 1.50003
945 0.638516 0.103037 1.45802
946 0.513425 0.418617 0.921949
947 0.392748 0.593798 0.307804
948 0.36904 0.648837 0.0957395
949 0.705234 0.0153861 1.77624
950 0.68716 0.0630565 1.70565
951 0.645239 0.168996 1.53192
952 0.719926 0.0551001 1.90537
953 0.700545 0.0904598 1.80948
954 0.694035 0.10545 1.7892
955 0.693754 0.10631 1.77972
956 0.712334 0.0939266 1.8951
957 0.687169 0.13126 1.80939
958 0.711813 0.112982 1.88773
959 0.726288 0.105846 1.95685
960 0.715438 0.136101 1.9086
961 0.710205 0.142294 1.88246
962 0.701528 0.147304 1.8681
963 0.704934 0.145805 1.87625
964 0.728691 0.107994 1.94577
965 0.723258 0.12223 1.86805
966 0.729659 0.00994213 1.76394
967 0.735299 0.00912618 1.76046
968 0.742591 0.00903329 1.78658
969 0.738996 0.0135454 1.76332
970 0.739529 0.00777789 1.78351
971 0.751951 -0.00156616 1.81779
972 0.761098 -0.0110354 1.83973
973 0.766024 -0.00632085 1.84023
974 0.769056 0.000518994 1.83112
975 0.776181 -0.00230646 1.87719
976 0.768132 0.0075275 1.86785
977 0.77937 -0.00463076 1.89887
978 0.787586 -0.00617491 1.9244
979 0.814133 -0.0201239 1.96871
980 0.831688 -0.0230475 1.98955
981 0.846487 -0.0334561 2.03162
982 0.85146 -0.0349633 2.03332
983 0.843122 -0.0359208 2.03531
984 0.851809 -0.0487549 2.06433
985 0.851767 -0.0469213 2.05887
986 0.85355 -0.046631 2.05739
987 0.857573 -0.0466738 2.05624
988 0.852251 -0.0467102 2.05841
989 0.865903 -0.0448352 2.07533
990 0.866369 -0.0446045 2.0711
991 0.861051 -0.0352071 2.0406
992 0.855624 -0.0308257 2.0253
993 0.864775 -0.0175627 2.01407
994 0.853325 0.0230495 2.02521
995 0.845788 0.0458744 2.01421
996 0.846733 0.0799346 2.05023
997 0.834499 0.0544776 1.98016
998 0.832552 0.047042 1.98893
999 0.83475 0.0587718 2.02701
1000 0.837101 0.0549467 2.05825
1001 0.839709 0.0547908 2.06454
1002 0.839648 0.0558551 2.05627
1003 0.843479 0.0846753 2.10058
1004 0.837113 0.0812965 2.09463
1005 0.838262 0.0707274 2.11877
1006 0.847738 0.0793639 2.12502
1007 0.841777 0.103303 2.15288
1008 0.839325 0.113419 2.15055
1009 0.831508 0.115344 2.15546
1010 0.832525 0.105644 2.16289
1011 0.843938 0.130118 2.17264
1012 0.838024 0.137947 2.16898
1013 0.836914 0.13878 2.17427
1014 0.827637 0.126649 2.16727
1015 0.837298 0.131137 2.16507
1016 0.837391 0.13672 2.16614
1017 0.81673 -0.0262334 1.88653
1018 0.810398 -0.0247475 1.9029
1019 0.812193 -0.0224391 1.9002
1020 0.806473 -0.0191617 1.89783
1021 0.805448 -0.0224042 1.89566
1022 1.09023 0.0252364 1.92863
1023 1.08358 0.0195631 1.92252
1024 1.09607 0.0142331 1.92114
1025 1.10056 0.0244192 1.90688
1026 1.10242 0.0204478 1.91031
1027 1.10042 0.0224147 1.90636
1028 1.0978 0.0136302 1.90669
1029 1.09461 0.0173541 1.89419
1030 1.09249 0.0116066 1.88877
1031 1.10116 0.0183813 1.87873
1032 1.09365 0.018485 1.86784
1033 1.09744 0.0263349 1.86052
1034 1.09975 0.0267681 1.83476
1035 1.10601 0.0325085 1.83356
1036 1.099 0.0218577 1.832
1037 1.11259 0.0248661 1.84083
1038 1.11003 0.0265212 1.82821
1039 1.11147 0.0298215 1.83176
1040 1.10922 0.0301839 1.80945
1041 1.11133 0.0343802 1.79756
1042 1.11555 0.0346371 1.79467
1043 1.1107 0.0411755 1.78822
1044 1.10622 0.0440529 1.78063
1045 1.10816 0.0401985 1.77022
1046 1.10618 0.0410225 1.75837
1047 1.11759 0.0442666 1.76572
1048 1.12099 0.043558 1.76524
1049 1.11447 0.0420298 1.76345
1050 1.12005 0.0497994 1.75474
1051 1.08221 -0.00142772 1.63286
1052 1.02507 -0.0753328 1.48341
1053 1.02929 -0.071144 1.48388
1054 1.04765 -0.0523032 1.51027
1055 1.06052 -0.0420794 1.52672
1056 1.07952 -0.0061202 1.59542
1057 1.09368 0.0222054 1.63319
1058 1.09327 0.00791417 1.60366
1059 1.08301 0.00471079 1.59289
1060 1.0817 0.0029105 1.59052
1061 1.08426 0.00526993 1.58456
1062 1.08629 0.0195455 1.57539
1063 1.07057 0.000847735 1.52589
1064 1.07156 0.0199856 1.50122
1065 1.02241 0.0717196 1.31634
1066 0.983796 0.106602 1.15706
1067 0.970154 0.112701 1.09336
1068 0.916276 0.155847 0.879842
1069 0.850875 0.243785 0.604452
1070 0.815139 0.268571 0.473161
1071 0.797805 0.2849 0.435964
1072 0.801588 0.303434 0.452499
1073 0.820769 0.298052 0.49583
1074 0.843942 0.282362 0.591322
1075 0.871112 0.273334 0.676768
1076 0.869492 0.281065 0.64574
1077 0.875543 0.275892 0.655557
1078 0.918159 0.250059 0.756877
1079 0.907927 0.250507 0.722977
1080 0.908743 0.246652 0.714653
1081 0.924042 0.240656 0.744681
1082 0.930304 0.245302 0.739492
1083 0.927537 0.244503 0.721848
1084 0.912838 0.253462 0.668539
1085 0.925365 0.242922 0.670434
1086 0.92401 0.245024 0.649039
1087 0.923045 0.237635 0.630108
1088 0.921084 0.239299 0.619229
1089 0.92492 0.240689 0.592383
1090 0.929623 0.237348 0.581496
1091 0.930207 0.225646 0.581596
1092 0.944671 0.212979 0.570252
1093 0.943478 0.204846 0.533297
1094 0.978502 0.394689 0.788233
1095 0.974555 0.260786 0.618272
1096 0.976415 0.308131 0.658354
1097 0.984493 0.30883 0.654572
1098 0.987689 0.272092 0.620374
1099 0.996403 0.249715 0.601308
1100 0.996646 0.237224 0.521346
1101 1.02367 0.431589 0.990574
1102 1.0329 0.466528 1.07473
1103 1.02878 0.496126 1.09429
1104 1.01928 0.498726 1.08893
1105 1.01915 0.517642 1.10973
1106 0.99807 0.501082 1.02157
1107 1.03414 0.599187 1.20093
1108 1.04879 0.686808 1.33678
1109 1.04339 0.683558 1.31536
1110 1.01673 0.63361 1.18897
1111 0.999121 0.596718 1.10184
1112 0.981619 0.585536 1.02876
1113 0.966143 0.570814 0.971452
1114 0.967974 0.571493 0.95532
1115 0.96404 0.556077 0.926288
1116 0.961702 0.54767 0.896925
1117 0.96218 0.387118 0.612391
1118 0.960214 0.372545 0.584308
1119 0.957171 0.342427 0.539935
1120 0.943383 0.322644 0.491363
1121 0.993362 0.418033 0.683661
1122 0.803607 0.063349 -0.118763
1123 0.891106 0.241854 0.212712
1124 0.815009 0.135317 -0.0703155
1125 0.885641 0.299803 0.286475
1126 0.918619 0.357549 0.383735
1127 0.925863 0.387444 0.411075
1128 0.898812 0.358041 0.295723
1129 0.874228 0.335412 0.199012
1130 0.900082 0.405632 0.310739
1131 0.889159 0.396365 0.287519
1132 0.890511 0.395749 0.299405
1133 0.895684 0.413588 0.294056
1134 0.878767 0.395393 0.249917
1135 0.862665 0.362012 0.162636
1136 0.868206 0.390179 0.205665
1137 0.872062 0.404901 0.219959
1138 0.878862 0.435259 0.261692
1139 0.87708 0.444239 0.237442
1140 0.868177 0.453746 0.192695
1141 0.862431 0.433038 0.13962
1142 0.885746 0.532443 0.503193
1143 0.886825 0.536778 0.501596
1144 0.886423 0.541773 0.486144
1145 0.880678 0.532146 0.472269
1146 0.863511 0.504163 0.423507
1147 0.865098 0.512729 0.412996
1148 0.870754 0.523564 0.441096
1149 0.889755 0.530447 0.451309
1150 0.87772 0.522615 0.439674
1151 0.876622 0.510709 0.414024
1152 0.879135 0.51287 0.433457
1153 0.876367 0.506741 0.404616
1154 0.872427 0.498069 0.395577
1155 0.871369 0.516568 0.435303
1156 0.870333 0.527019 0.418195
1157 0.871315 0.525622 0.403615
1158 0.87294 0.544955 0.428141
1159 0.882404 0.548996 0.414004
1160 0.930507 0.507072 0.502992
1161 0.931875 0.515329 0.468845
1162 1.01061 0.46661 0.638971
1163 1.03478 0.444127 0.668808
1164 1.02374 0.450161 0.628091
1165 1.00243 0.478577 0.589434
1166 0.997767 0.492552 0.567436
1167 1.00418 0.485692 0.592333
1168 0.924718 0.551142 0.380259
1169 0.930559 0.560345 0.370766
1170 0.936275 0.566816 0.367168
1171 0.948255 0.556908 0.420513
1172 0.962948 0.537934 0.437377
1173 1.00853 0.523247 0.509439
1174 1.0284 0.524619 0.541149
1175 1.03471 0.530624 0.528015
1176 1.03032 0.519336 0.52781
1177 1.03103 0.513507 0.512058
1178 1.03125 0.519472 0.521913
1179 1.02875 0.507525 0.488951
1180 1.05607 0.486376 0.516545
1181 1.06321 0.490901 0.511374
1182 1.05699 0.496546 0.478363
1183 1.04053 0.506899 0.440254
1184 1.031 0.52547 0.388729
1185 1.04512 0.523029 0.388713
1186 1.03609 0.524704 0.353454
1187 1.02037 0.5403 0.287313
1188 1.00826 0.546162 0.218495
1189 1.00279 0.53562 0.206914
1190 1.00556 0.534836 0.159051
1191 1.00869 0.525608 0.130225
1192 1.01765 0.521111 0.128276
1193 1.02714 0.515659 0.138033
1194 1.02689 0.523166 0.114179
1195 1.0235 0.533565 0.0713006
1196 1.01589 0.536331 0.0288463
1197 1.00611 0.539109 -0.0202886
1198 1.00635 0.542442 -0.033247
1199 1.00359 0.548839 -0.0638467
1200 1.00796 0.551188 -0.102914
1201 1.01693 0.558525 -0.094744
1202 1.02316 0.561066 -0.0967695
1203 1.03355 0.568108 -0.114644
1204 1.04212 0.565505 -0.140541
1205 1.04745 0.577094 -0.155514
1206 1.04797 0.576159 -0.191692
1207 1.0513 0.581631 -0.204462
1208 0.859919 0.484204 0.420955
1209 0.861788 0.48137 0.406523
1210 0.855278 0.482991 0.4272
1211 0.85894 0.487711 0.436727
1212 0.854749 0.486304 0.429062
1213 0.849511 0.477034 0.420791
1214 0.83899 0.477539 0.404679
1215 0.836496 0.484224 0.420357
1216 0.837157 0.486851 0.440123
1217 0.84398 0.490743 0.462408
1218 0.837428 0.496572 0.465691
1219 0.83944 0.498469 0.475849
1220 0.840749 0.505128 0.461645
1221 0.837226 0.509215 0.484882
1222 0.840271 0.514092 0.478194
1223 0.836424 0.515192 0.484475
1224 0.841859 0.510621 0.502215
1225 0.835005 0.51424 0.484829
1226 0.826111 0.52085 0.481922
1227 0.812764 0.524391 0.475249
1228 0.812764 0.521248 0.479937
1229 0.810763 0.517367 0.477802
1230 0.808947 0.514097 0.475942
1231 0.803785 0.518518 0.479379
1232 0.79945 0.519364 0.487363
1233 0.796674 0.51267 0.479087
1234 0.785978 0.513031 0.463342
1235 0.784693 0.505731 0.485347
1236 0.707634 0.610314 0.759466
1237 0.664153 0.67509 0.8996
1238 0.911345 0.410529 2.22222
1239 0.788783 0.537343 1.49348
1240 0.749588 0.570477 1.31284
1241 0.789649 0.529172 1.47025
1242 0.850259 0.480094 1.70226
1243 0.815196 0.509113 1.52812
1244 0.79117 0.535151 1.46757
1245 0.785544 0.54253 1.39417
1246 0.851169 0.47889 1.71053
1247 0.843968 0.484654 1.72366
1248 0.870079 0.471107 1.80697
1249 0.899741 0.441402 1.90015
1250 0.905858 0.435896 1.95741
1251 0.910472 0.428493 1.91841
1252 0.87993 0.448693 1.79287
1253 0.840265 0.486643 1.57815
1254 0.851 0.47726 1.63729
1255 0.725337 0.589334 1.14328
1256 0.857895 0.477168 1.64837
1257 0.936174 0.40342 1.91
1258 1.00473 0.341314 2.14328
1259 1.11998 0.240614 2.56493
1260 1.13524 0.238121 2.57678
1261 1.19077 0.189341 2.73514
1262 0.950566 0.240831 2.72517
1263 0.932259 0.262931 2.6336
1264 0.927315 0.269467 2.59655
1265 0.93528 0.261887 2.5891
1266 0.931082 0.270258 2.54925
1267 0.945206 0.257278 2.59951
1268 0.879053 0.317119 2.37374
1269 0.873772 0.316483 2.35929
1270 0.863803 0.328763 2.31021
1271 0.8639 0.320144 2.31622
1272 0.892163 0.304663 2.37083
1273 0.849461 0.33401 2.24204
1274 0.863565 0.332035 2.24917
1275 0.839373 0.342204 2.17835
1276 0.833335 0.347661 2.1523
1277 0.836153 0.352417 2.13067
1278 0.813538 0.371001 2.06889
1279 0.821799 0.363218 2.0983
1280 0.828746 0.354697 2.11212
1281 0.828818 0.361371 2.10823
1282 0.806086 0.374569 2.04628
1283 0.810142 0.376192 2.06171
1284 0.811346 0.373818 2.0551
1285 0.813269 0.373204 2.04858
1286 0.833619 0.360706 2.06064
1287 0.833631 0.359745 2.05861
1288 0.857583 0.34145 2.1053
1289 0.869579 0.331947 2.12271
1290 0.864976 0.342807 2.10808
1291 0.870637 0.341545 2.11095
1292 0.868711 0.339675 2.08634
1293 0.854532 0.348388 2.05936
1294 0.861478 0.350756 2.03787
1295 0.856826 0.350879 2.0412
1296 0.850878 0.353083 2.01205
1297 0.843554 0.355395 1.97968
1298 0.852618 0.354767 1.96208
1299 0.850813 0.352742 1.96271
1300 0.856127 0.354964 1.94022
1301 0.848036 0.35515 1.91432
1302 0.839852 0.354375 1.87716
1303 0.831855 0.359245 1.83796
1304 0.826626 0.361236 1.82973
1305 0.816024 0.364063 1.79504
1306 0.809432 0.368423 1.79824
1307 0.811607 0.356811 1.78265
1308 0.803138 0.358965 1.77853
1309 0.796785 0.365249 1.75697
1310 0.79282 0.372103 1.72819
1311 0.790783 0.372915 1.70928
1312 0.54424 0.568074 0.839655
1313 0.571501 0.542808 0.958743
1314 0.559807 0.547998 0.907622
1315 0.612144 0.512888 1.03859
1316 0.648717 0.487495 1.16575
1317 0.617917 0.510966 1.05539
1318 0.646808 0.483409 1.16631
1319 0.634335 0.496483 1.08316
1320 0.634584 0.49911 1.05516
1321 0.632654 0.507432 1.00506
1322 0.630126 0.501622 0.982815
1323 0.622754 0.505926 0.940822
1324 0.63221 0.503849 0.947221
1325 0.648845 0.488367 0.965821
1326 0.681182 0.463454 1.01795
1327 0.693106 0.453717 1.01343
1328 0.702868 0.44284 1.01896
1329 0.708948 0.442378 1.00712
1330 0.713619 0.427507 0.986857
1331 0.721075 0.413687 0.996379
1332 0.732813 0.405081 1.01082
1333 0.726859 0.408048 0.947066
1334 0.74292 0.38967 0.944564
1335 0.740717 0.388228 0.926205
1336 0.755484 0.371082 0.921373
1337 0.754337 0.358804 0.88724
1338 0.772619 0.344273 0.880305
1339 0.781627 0.332219 0.858609
1340 0.792577 0.321905 0.808304
1341 0.786116 0.323572 0.76053
1342 0.783935 0.308532 0.728264
1343 0.793367 0.308666 0.664217
1344 0.794884 0.306915 0.613751
1345 0.809685 0.281144 0.58433
1346 0.600099 0.598851 1.49606
1347 0.612481 0.600548 1.46602
1348 0.603493 0.599547 1.42888
1349 0.601593 0.594632 1.43152
1350 0.600944 0.589785 1.4327
1351 0.593809 0.601598 1.3943
1352 0.592341 0.600384 1.38396
1353 0.594996 0.59829 1.35675
1354 0.58982 0.596333 1.37449
1355 0.590207 0.603947 1.36698
1356 0.5812 0.60491 1.34939
1357 0.579339 0.610715 1.32602
1358 0.57774 0.611916 1.31418
1359 0.573247 0.609286 1.3021
1360 0.579417 0.610384 1.31876
1361 0.588211 0.604982 1.29967
1362 0.586185 0.613373 1.29617
1363 0.594601 0.615618 1.23842
1364 0.588085 0.61849 1.24882
1365 0.59744 0.61484 1.21017
1366 0.346474 0.726901 0.894484
1367 0.345958 0.728816 0.884669
1368 0.347256 0.726341 0.866478
1369 0.353961 0.73069 0.859847
1370 0.3408 0.73516 0.835011
1371 0.343741 0.737047 0.827436
1372 0.336735 0.753524 0.781848
1373 0.340147 0.751139 0.770898
1374 0.333292 0.752845 0.739694
1375 0.341118 0.759823 0.706079
1376 0.352214 0.761193 0.666676
1377 0.349362 0.763231 0.638891
1378 0.347924 0.776356 0.609598
1379 0.358658 0.76857 0.594956
1380 0.358469 0.775379 0.558042
1381 0.37193 0.773304 0.523717
1382 0.246515 0.556615 0.395945
1383 0.276946 0.524051 0.231826
1384 0.312095 0.487663 0.132356
1385 0.328259 0.4814 0.0679884
1386 0.350476 0.454751 -0.014932
1387 0.37269 0.450934 -0.0744158
1388 0.391298 0.449886 -0.121543
1389 0.395544 0.461956 -0.156745
1390 0.403314 0.47429 -0.195589
1391 0.426281 0.478567 -0.26957
1392 0.433894 0.491076 -0.298735
1393 0.452019 0.504868 -0.371052
1394 0.465218 0.513741 -0.43075
1395 0.336272 0.457051 0.0152074
1396 0.347446 0.441831 -0.0104819
1397 0.352095 0.435625 -0.0548086
1398 0.352699 0.432403 -0.0674979
1399 0.3588 0.424666 -0.0781145
1400 0.360895 0.42338 -0.0896293
1401 0.364597 0.419559 -0.0901122
1402 0.367311 0.42272 -0.12063
1403 0.364951 0.429036 -0.130979
1404 0.357351 0.426867 -0.117609
1405 0.357323 0.429057 -0.147809
1406 0.366796 0.421384 -0.15768
1407 0.359854 0.426573 -0.151318
1408 0.362043 0.433696 -0.170508
1409 0.366704 0.42642 -0.147764
1410 0.360284 0.429497 -0.146701
1411 0.364012 0.423987 -0.155609
1412 0.362453 0.413737 -0.147702
1413 0.360256 0.411048 -0.142815
1414 0.36508 0.417374 -0.144199
1415 0.778367 0.23446 0.42679
1416 0.572212 0.324528 0.129848
1417 0.606646 0.312983 0.16922
1418 0.577704 0.319416 0.13564
1419 0.547396 0.334356 0.0929346
1420 0.632486 0.296299 0.204496
1421 0.618179 0.300647 0.188293
1422 0.580448 0.318775 0.100946
1423 0.587138 0.309502 0.116746
1424 0.599794 0.309726 0.103906
1425 0.544875 0.336634 -0.000182883
1426 0.550113 0.331092 -0.00535604
1427 0.547989 0.339288 -0.0111623
1428 0.561117 0.25995 -0.13791
1429 0.585889 0.263218 -0.104255
1430 0.594054 0.254707 -0.0779179
1431 0.587652 0.268524 -0.107739
1432 0.580924 0.247318 -0.138093
1433 0.583669 0.224115 -0.178973
1434 0.585648 0.216537 -0.186081
1435 0.588327 0.212492 -0.221456
1436 0.576979 0.215065 -0.25444
1437 0.580913 0.236127 -0.235621
1438 0.597317 0.238498 -0.227754
1439 0.614341 0.237334 -0.21165
1440 0.629363 0.228506 -0.221088
1441 0.649545 0.247916 -0.181219
1442 0.646703 0.263706 -0.201781
1443 0.657309 0.271436 -0.174369
1444 0.65388 0.279121 -0.182079
1445 0.667841 0.271059 -0.205041
1446 0.684617 0.253347 -0.202592
1447 0.671377 0.270771 -0.214624
1448 0.681702 0.263249 -0.218574
1449 0.675272 0.267956 -0.226586
1450 0.693733 0.259327 -0.225333
1451 0.706817 0.256251 -0.2268
1452 0.710879 0.251932 -0.232823
1453 0.716173 0.25745 -0.214733
1454 0.711952 0.251381 -0.222078
1455 0.709669 0.251218 -0.236641
1456 0.713185 0.255321 -0.250072
1457 0.725459 0.256989 -0.257322
1458 0.721802 0.255468 -0.262112
1459 0.719742 0.257209 -0.275046
1460 0.718098 0.2645 -0.302947
1461 0.709497 0.273548 -0.331664
1462 0.720394 0.275379 -0.32225
1463 0.719811 0.285166 -0.336688
1464 0.725811 0.286606 -0.340395
1465 0.738591 0.284916 -0.356431
1466 0.743741 0.279937 -0.334551
1467 0.752173 0.27118 -0.32804
1468 0.737981 0.26935 -0.343271
1469 0.747052 0.267068 -0.334709
1470 0.756636 0.265792 -0.333454
1471 0.763635 0.259101 -0.329118
1472 0.768301 0.254844 -0.330928
1473 0.766948 0.255798 -0.336219
1474 0.767791 0.246448 -0.332401
1475 0.761077 0.249332 -0.340199
1476 0.769253 0.242535 -0.347414
1477 0.774155 0.246049 -0.349608
1478 0.769461 0.248894 -0.349354
1479 0.764994 0.246524 -0.368713
1480 0.754915 0.244662 -0.374271
1481 0.76196 0.240605 -0.384691
1482 0.76881 0.236587 -0.367239
1483 0.764035 0.238231 -0.375812
1484 0.758287 0.235981 -0.382734
1485 0.772683 0.238004 -0.38202
1486 0.770915 0.24349 -0.396402
1487 0.772826 0.245799 -0.383593
1488 0.76914 0.252851 -0.408213
1489 0.756167 0.25775 -0.432027
1490 0.754212 0.262241 -0.440372
1491 0.751049 0.246508 -0.435989
1492 0.76 0.248678 -0.42418
1493 0.754645 0.246644 -0.426273
1494 0.757044 0.245097 -0.412007
1495 0.757616 0.24414 -0.417766
1496 0.752889 0.249612 -0.428529
1497 0.748604 0.244939 -0.446733
1498 0.751075 0.249709 -0.462912
1499 0.755357 0.246075 -0.45617
1500 0.764553 0.236249 -0.444644
1501 0.775744 0.232041 -0.461883
1502 0.651691 0.203532 0.146194
1503 0.653527 0.192221 0.161882
1504 0.256057 0.345261 -0.386714
1505 0.249587 0.348267 -0.395009
1506 0.255667 0.339833 -0.388766
1507 0.26558 0.335619 -0.392428
1508 0.261585 0.333729 -0.395348
1509 0.264029 0.336838 -0.40663
1510 0.266193 0.330243 -0.40941
1511 0.265457 0.330073 -0.400042
1512 0.274948 0.31904 -0.404819
1513 0.276954 0.314444 -0.415554
1514 0.277789 0.310038 -0.410001
1515 0.279778 0.304293 -0.410544
1516 0.286134 0.301861 -0.405212
1517 0.293147 0.302897 -0.400605
1518 0.30058 0.29402 -0.401388
1519 0.294277 0.289169 -0.404334
1520 0.29973 0.281294 -0.391859
1521 0.297992 0.287269 -0.375408
1522 0.304943 0.285257 -0.374117
1523 0.310393 0.282374 -0.363935
1524 0.310177 0.274613 -0.387189
1525 0.309239 0.274145 -0.376861
1526 0.311744 0.269498 -0.382857
1527 0.322921 0.267502 -0.38321
1528 0.313898 0.266227 -0.386567
1529 0.322998 0.259864 -0.38161
1530 0.327329 0.257234 -0.386132
1531 0.299365 0.224596 -0.505476
1532 0.297429 0.223472 -0.499672
1533 0.302657 0.21383 -0.494402
1534 0.295797 0.211877 -0.503013
