GPSS Week    Seconds of Week          X(m)              Y(m)              Z(m)           Clock(m)
2394     210976.000   -2267653.605    5009373.527    3221193.898         72.723
2394     210977.000   -2267653.367    5009374.064    3221191.081         72.713
2394     210978.000   -2267652.981    5009374.800    3221188.971         73.554
2394     210979.000   -2267653.653    5009377.257    3221187.810         69.839
2394     210980.000   -2267653.304    5009377.770    3221188.646         74.090
2394     210981.000   -2267655.691    5009379.737    3221188.717         73.307
2394     210982.000   -2267655.653    5009379.343    3221187.226        148.060
2394     210983.000   -2267656.592    5009379.389    3221186.054         72.055
2394     210984.000   -2267658.582    5009381.323    3221186.342         76.577
2394     210985.000   -2267659.801    5009382.846    3221186.735         78.289
2394     210986.000   -2267661.634    5009385.262    3221188.399         81.679
2394     210987.000   -2267664.118    5009387.110    3221189.264         83.039
2394     210988.000   -2267664.365    5009389.983    3221189.701         85.722
2394     210989.000   -2267665.616    5009392.947    3221193.366         88.210
2394     210990.000   -2267668.335    5009396.182    3221194.275         91.849
2394     210991.000   -2267671.280    5009397.750    3221195.542        170.967
2394     210992.000   -2267673.106    5009397.947    3221196.593         97.445
2394     210993.000   -2267676.990    5009401.320    3221198.784        102.371
2394     210994.000   -2267679.533    5009402.406    3221199.925        105.698
2394     210995.000   -2267680.555    5009398.125    3221197.642        104.602
2394     210996.000   -2267681.405    5009401.322    3221198.453        107.064
2394     210997.000   -2267681.348    5009401.574    3221199.896        104.161
2394     210998.000   -2267680.254    5009401.818    3221199.452        101.903
2394     210999.000   -2267678.443    5009400.557    3221197.702         99.572
2394     211000.000   -2267676.907    5009399.118    3221196.211         95.990
2394     211001.000   -2267675.053    5009397.796    3221194.535        171.855
2394     211002.000   -2267674.423    5009398.415    3221194.929         94.200
2394     211003.000   -2267674.381    5009398.171    3221194.338         94.700
2394     211004.000   -2267673.737    5009398.054    3221192.076         89.329
2394     211005.000   -2267672.699    5009396.509    3221190.052         85.807
2394     211006.000   -2267671.929    5009394.342    3221188.514         84.623
2394     211007.000   -2267669.587    5009393.101    3221186.764         81.696
2394     211008.000   -2267669.757    5009393.127    3221186.493         81.965
2394     211009.000   -2267669.299    5009392.872    3221182.986         81.230
2394     211010.000   -2267668.237    5009392.060    3221180.997        160.319
2394     211011.000   -2267667.851    5009391.541    3221181.296         83.109
2394     211012.000   -2267666.952    5009390.554    3221181.952         78.870
2394     211013.000   -2267639.100    5009365.404    3221146.732         38.082
2394     211014.000   -2267639.553    5009365.420    3221145.626         38.846
2394     211015.000   -2267638.599    5009362.923    3221144.674         37.315
2394     211016.000   -2267638.416    5009361.691    3221144.893         38.079
2394     211017.000   -2267638.854    5009362.305    3221144.985         39.757
2394     211018.000   -2267638.003    5009361.104    3221143.616        116.118
2394     211019.000   -2267637.830    5009362.298    3221142.462         39.219
2394     211020.000   -2267638.349    5009364.214    3221142.074         40.690
2394     211021.000   -2267638.447    5009363.485    3221139.977         40.243
2394     211022.000   -2267638.791    5009363.193    3221139.246         36.867
2394     211023.000   -2267637.905    5009364.568    3221139.686         36.380
2394     211024.000   -2267635.138    5009365.892    3221139.318         36.176
2394     211025.000   -2267635.152    5009370.607    3221140.135         41.343
2394     211026.000   -2267633.299    5009373.021    3221142.889        121.123
2394     211027.000   -2267632.450    5009377.167    3221146.014         49.496
2394     211028.000   -2267631.058    5009381.557    3221150.383         55.323
2394     211029.000   -2267628.556    5009388.891    3221157.332         61.264
2394     211030.000   -2267632.124    5009372.832    3221140.856         45.448
2394     211031.000   -2267630.838    5009380.222    3221146.159         53.499
2394     211032.000   -2267636.330    5009360.552    3221124.447         33.134
2394     211033.000   -2267637.288    5009363.362    3221123.240         33.872
2394     211034.000   -2267638.182    5009363.962    3221122.108        110.889
2394     211035.000   -2267638.418    5009363.039    3221121.541         30.821
2394     211036.000   -2267639.310    5009362.645    3221120.205         31.403
2394     211037.000   -2267638.205    5009363.596    3221119.266         33.117
2394     211038.000   -2267638.016    5009360.875    3221113.890         24.320
2394     211039.000   -2267636.833    5009359.963    3221112.727         21.234
2394     211040.000   -2267637.108    5009361.148    3221114.511         23.096
2394     211041.000   -2267636.714    5009361.492    3221113.579         22.667
2394     211042.000   -2267635.913    5009359.924    3221111.608         98.184
2394     211043.000   -2267636.501    5009363.471    3221109.932         24.320
2394     211044.000   -2267635.004    5009361.506    3221108.762         22.437
2394     211045.000   -2267635.293    5009360.700    3221105.238         19.588
2394     211046.000   -2267635.100    5009359.468    3221102.955         20.195
2394     211047.000   -2267636.362    5009360.654    3221102.649         21.086
2394     211048.000   -2267636.734    5009360.643    3221102.218         21.530
2394     211049.000   -2267637.330    5009362.279    3221101.965         25.116
2394     211050.000   -2267637.887    5009362.840    3221101.259         22.968
2394     211051.000   -2267639.166    5009363.936    3221101.208        104.202
2394     211052.000   -2267639.870    5009365.238    3221101.533         30.801
2394     211053.000   -2267639.900    5009367.436    3221099.659         30.715
2394     211054.000   -2267639.328    5009367.389    3221097.449         28.098
2394     211055.000   -2267640.247    5009367.949    3221097.909         29.953
2394     211056.000   -2267641.899    5009370.229    3221098.499         31.754
2394     211057.000   -2267642.186    5009370.148    3221098.080         29.143
2394     211058.000   -2267643.220    5009372.001    3221097.250         28.104
2394     211059.000   -2267644.568    5009374.221    3221097.152        104.105
2394     211060.000   -2267645.831    5009372.547    3221096.344         24.277
2394     211061.000   -2267647.757    5009376.050    3221095.971         25.927
2394     211062.000   -2267629.666    5009349.253    3221092.807          5.991
2394     211063.000   -2267628.996    5009349.546    3221092.093          4.352
2394     211064.000   -2267628.515    5009349.761    3221089.348          3.110
2394     211065.000   -2267629.775    5009349.808    3221087.374          3.657
2394     211066.000   -2267630.329    5009349.580    3221085.435          2.783
2394     211067.000   -2267632.428    5009351.340    3221085.397          4.904
2394     211068.000   -2267633.333    5009350.262    3221084.648         79.825
2394     211069.000   -2267632.951    5009349.627    3221083.479          4.074
2394     211070.000   -2267632.751    5009347.969    3221079.877         -1.462
2394     211071.000   -2267632.456    5009346.180    3221075.565         -2.060
2394     211072.000   -2267632.815    5009346.928    3221073.476         -4.031
2394     211073.000   -2267632.770    5009345.185    3221071.843         -6.857
2394     211074.000   -2267633.456    5009345.904    3221070.832         -6.207
2394     211075.000   -2267633.754    5009346.050    3221072.148         -5.168
2394     211076.000   -2267635.398    5009348.652    3221074.955         -3.011
2394     211077.000   -2267637.174    5009349.393    3221072.692         71.106
2394     211078.000   -2267636.889    5009349.876    3221070.235         -8.058
2394     211079.000   -2267637.802    5009349.751    3221070.571         -7.932
2394     211080.000   -2267638.627    5009350.856    3221068.103         -6.661
2394     211081.000   -2267639.173    5009351.596    3221065.639         -4.326
2394     211082.000   -2267640.710    5009353.845    3221064.894         -1.161
2394     211083.000   -2267642.054    5009354.448    3221064.131          6.140
2394     211084.000   -2267643.951    5009355.315    3221064.608          6.154
2394     211085.000   -2267645.518    5009355.420    3221063.579         81.878
2394     211086.000   -2267647.569    5009355.595    3221063.446          7.013
2394     211087.000   -2267649.294    5009354.507    3221062.588          3.666
2394     211088.000   -2267649.093    5009353.956    3221059.871          2.477
2394     211089.000   -2267651.093    5009353.790    3221061.969          4.104
2394     211090.000   -2267651.018    5009353.934    3221062.555          6.247
2394     211091.000   -2267652.367    5009353.699    3221062.467          5.363
2394     211092.000   -2267654.189    5009353.193    3221060.746          0.843
2394     211093.000   -2267654.332    5009352.395    3221060.751          2.431
2394     211094.000   -2267658.539    5009357.558    3221061.357          9.128
2394     211095.000   -2267659.108    5009355.545    3221061.144          7.872
2394     211096.000   -2267660.637    5009358.010    3221061.466          6.776
2394     211097.000   -2267661.867    5009358.115    3221062.459          8.406
2394     211098.000   -2267661.627    5009357.230    3221063.219         -1.187
2394     211099.000   -2267662.077    5009354.071    3221064.011         -4.235
2394     211100.000   -2267663.230    5009352.825    3221065.340         -5.380
2394     211101.000   -2267663.985    5009350.809    3221065.691         71.717
2394     211102.000   -2267664.882    5009351.250    3221067.879        -15.005
2394     211103.000   -2267665.517    5009350.188    3221067.963         -1.068
2394     211104.000   -2267668.724    5009345.779    3221073.771          0.144
2394     211105.000   -2267666.114    5009348.537    3221068.105         -2.907
2394     211106.000   -2267666.846    5009347.101    3221067.049         -9.178
2394     211107.000   -2267667.212    5009342.490    3221067.443         -8.215
2394     211108.000   -2267668.208    5009341.000    3221068.162         -3.121
2394     211109.000   -2267668.919    5009340.769    3221069.178         70.385
2394     211110.000   -2267672.660    5009342.204    3221070.452         -5.807
2394     211111.000   -2267675.022    5009342.985    3221070.011         -2.690
2394     211112.000   -2267675.409    5009341.552    3221069.179         -8.421
2394     211113.000   -2267676.626    5009342.473    3221067.799         -4.692
2394     211114.000   -2267678.594    5009341.046    3221067.436         -3.414
2394     211115.000   -2267679.372    5009341.036    3221068.902         -3.376
2394     211116.000   -2267680.768    5009341.693    3221070.209         76.646
2394     211117.000   -2267680.935    5009340.403    3221069.848          1.138
2394     211118.000   -2267681.576    5009339.229    3221068.657          1.515
2394     211119.000   -2267683.029    5009338.825    3221069.338          1.336
2394     211120.000   -2267684.666    5009338.821    3221068.933         -0.994
2394     211121.000   -2267685.447    5009337.510    3221070.029         -1.438
2394     211122.000   -2267687.311    5009335.614    3221069.199         -1.455
2394     211123.000   -2267687.903    5009330.087    3221074.568         78.000
2394     211124.000   -2267691.842    5009336.500    3221068.760          0.546
2394     211125.000   -2267693.750    5009335.104    3221072.794          1.930
2394     211126.000   -2267695.531    5009336.991    3221076.974          5.624
2394     211127.000   -2267695.883    5009336.212    3221077.637          2.709
2394     211128.000   -2267697.507    5009336.291    3221081.159         -0.459
2394     211129.000   -2267697.139    5009335.304    3221080.696          3.989
2394     211130.000   -2267697.609    5009333.573    3221081.951         80.228
2394     211131.000   -2267698.612    5009332.603    3221083.945          8.627
2394     211132.000   -2267699.534    5009331.670    3221085.464          2.014
2394     211133.000   -2267699.941    5009330.351    3221084.967         -2.286
2394     211134.000   -2267699.696    5009327.728    3221084.331          0.547
2394     211135.000   -2267699.660    5009325.444    3221085.692          3.510
2394     211136.000   -2267699.888    5009322.643    3221085.545         80.922
2394     211137.000   -2267699.770    5009321.073    3221087.251          0.190
2394     211138.000   -2267700.118    5009321.545    3221087.248         -3.342
2394     211139.000   -2267698.923    5009319.590    3221086.308        -13.932
2394     211140.000   -2267697.318    5009318.745    3221086.603         -7.617
2394     211141.000   -2267695.452    5009318.437    3221087.033         -5.760
2394     211142.000   -2267695.019    5009318.350    3221086.803         75.107
2394     211143.000   -2267695.087    5009319.896    3221087.144         -0.316
2394     211144.000   -2267695.478    5009320.707    3221087.474          0.641
2394     211145.000   -2267694.310    5009324.014    3221078.364         -1.860
2394     211146.000   -2267694.150    5009323.061    3221080.863         -3.804
2394     211147.000   -2267695.102    5009325.044    3221082.331          1.934
2394     211148.000   -2267695.196    5009323.142    3221084.039         77.450
2394     211149.000   -2267694.780    5009323.259    3221085.847         -6.502
2394     211150.000   -2267695.590    5009323.721    3221087.610          2.228
2394     211151.000   -2267696.510    5009322.021    3221088.645         -3.334
2394     211152.000   -2267695.949    5009321.268    3221089.054          1.293
2394     211153.000   -2267696.749    5009320.066    3221090.934          4.596
2394     211154.000   -2267696.847    5009317.998    3221092.559         75.704
2394     211155.000   -2267697.409    5009315.047    3221094.400         -4.557
2394     211156.000   -2267697.667    5009314.363    3221095.269         -2.519
2394     211157.000   -2267697.561    5009311.187    3221095.063         -2.355
2394     211158.000   -2267697.575    5009308.627    3221094.565         -2.382
2394     211159.000   -2267694.801    5009305.752    3221092.450        -12.034
2394     211160.000   -2267695.452    5009303.721    3221093.340         64.553
2394     211161.000   -2267695.734    5009303.084    3221095.662         -5.440
2394     211162.000   -2267696.153    5009300.483    3221096.558         -4.427
2394     211163.000   -2267696.049    5009298.613    3221098.225         -6.582
2394     211164.000   -2267695.426    5009295.569    3221098.373        -11.668
2394     211165.000   -2267695.052    5009295.751    3221099.013         -2.449
2394     211166.000   -2267694.021    5009295.215    3221100.624         69.496
2394     211167.000   -2267693.722    5009293.089    3221102.513        -10.075
2394     211168.000   -2267693.241    5009292.596    3221106.084        -13.351
2394     211169.000   -2267692.909    5009292.166    3221107.513        -12.120
2394     211170.000   -2267693.676    5009293.793    3221109.794         -4.191
2394     211171.000   -2267694.202    5009293.705    3221111.741         -6.839
2394     211172.000   -2267694.173    5009290.834    3221110.878         66.327
2394     211173.000   -2267692.633    5009288.439    3221111.902        -11.352
2394     211174.000   -2267691.136    5009289.413    3221113.846         -6.457
2394     211175.000   -2267691.010    5009290.436    3221115.488         -8.900
2394     211176.000   -2267691.002    5009290.131    3221117.585         -6.744
2394     211177.000   -2267691.258    5009291.524    3221119.891         -1.115
2394     211178.000   -2267690.709    5009290.105    3221119.221         70.323
2394     211179.000   -2267690.901    5009288.964    3221119.535         -9.773
2394     211180.000   -2267691.651    5009288.558    3221121.555         -9.128
2394     211181.000   -2267690.798    5009288.347    3221122.056        -12.387
2394     211182.000   -2267689.730    5009286.263    3221122.781         -9.296
2394     211183.000   -2267689.497    5009285.746    3221123.885         -9.830
2394     211184.000   -2267689.259    5009286.074    3221127.118        -11.961
2394     211185.000   -2267689.000    5009285.422    3221126.971        -10.099
2394     211186.000   -2267687.832    5009286.032    3221127.901         -9.384
2394     211187.000   -2267687.219    5009286.786    3221129.176         -5.887
2394     211188.000   -2267685.716    5009284.958    3221129.606         -7.594
2394     211189.000   -2267685.668    5009286.678    3221133.394         70.019
2394     211190.000   -2267686.406    5009287.352    3221138.004         -3.621
2394     211191.000   -2267685.917    5009288.143    3221140.997          1.625
2394     211192.000   -2267685.617    5009287.060    3221143.927          1.648
2394     211193.000   -2267685.476    5009286.293    3221143.321          0.524
2394     211194.000   -2267685.662    5009285.179    3221144.118         -1.640
2394     211195.000   -2267686.324    5009285.765    3221144.027         70.873
2394     211196.000   -2267686.323    5009284.092    3221142.646         -8.866
2394     211197.000   -2267686.143    5009282.455    3221143.612         -9.061
2394     211198.000   -2267684.243    5009278.577    3221141.667         -9.513
2394     211199.000   -2267684.939    5009275.957    3221141.742         -7.238
2394     211200.000   -2267685.194    5009276.474    3221143.734         75.407
2394     211201.000   -2267685.486    5009274.750    3221143.834         -7.310
2394     211202.000   -2267685.129    5009273.719    3221145.117         -8.401
2394     211203.000   -2267685.712    5009274.110    3221146.721         -6.277
2394     211204.000   -2267685.522    5009271.754    3221146.202        -10.553
2394     211205.000   -2267684.814    5009271.777    3221146.775        -10.497
2394     211206.000   -2267684.688    5009271.245    3221147.367         65.641
2394     211207.000   -2267685.016    5009270.879    3221147.963         -9.527
2394     211208.000   -2267683.840    5009270.819    3221148.468         -7.900
2394     211209.000   -2267683.629    5009271.014    3221148.937         -9.083
2394     211210.000   -2267683.153    5009271.105    3221149.949        -11.615
2394     211211.000   -2267682.719    5009269.628    3221151.965        -11.159
2394     211212.000   -2267681.162    5009269.118    3221153.824         67.908
2394     211213.000   -2267680.767    5009268.248    3221155.401         -7.463
2394     211214.000   -2267680.704    5009266.622    3221157.260         -8.531
2394     211215.000   -2267678.723    5009263.190    3221160.506         -8.811
2394     211216.000   -2267678.428    5009263.506    3221160.901         -5.532
2394     211217.000   -2267677.497    5009264.465    3221164.340         74.417
2394     211218.000   -2267677.191    5009263.781    3221166.682         -7.812
2394     211219.000   -2267675.924    5009262.690    3221167.063        -11.609
2394     211220.000   -2267675.518    5009261.583    3221168.204         -9.754
2394     211221.000   -2267675.340    5009258.940    3221168.710        -12.412
2394     211222.000   -2267674.693    5009259.174    3221171.401         68.655
2394     211223.000   -2267674.761    5009258.894    3221173.067         -6.629
2394     211224.000   -2267674.857    5009259.188    3221174.192         -8.627
2394     211225.000   -2267675.471    5009259.500    3221174.240        -13.077
2394     211226.000   -2267676.009    5009260.200    3221175.753         -9.625
2394     211227.000   -2267675.139    5009257.804    3221175.297        -14.947
2394     211228.000   -2267677.180    5009259.617    3221175.844         64.321
2394     211229.000   -2267677.771    5009259.604    3221177.833         -9.571
2394     211230.000   -2267677.622    5009259.482    3221178.947         -9.429
2394     211231.000   -2267675.898    5009258.282    3221180.482        -11.644
2394     211232.000   -2267674.540    5009256.993    3221183.826         -8.426
2394     211233.000   -2267674.646    5009258.269    3221186.802         72.510
2394     211234.000   -2267675.038    5009261.469    3221189.148         -1.359
2394     211235.000   -2267674.403    5009265.126    3221191.417          0.936
2394     211236.000   -2267673.668    5009264.304    3221191.551         -0.912
2394     211237.000   -2267672.630    5009262.944    3221191.306         -4.658
2394     211238.000   -2267671.592    5009263.994    3221193.951         76.332
2394     211239.000   -2267670.732    5009263.334    3221194.075          0.654
2394     211240.000   -2267669.363    5009264.316    3221196.989          4.084
2394     211241.000   -2267668.663    5009262.876    3221197.163          1.774
2394     211242.000   -2267668.851    5009264.330    3221197.890          5.632
2394     211243.000   -2267668.511    5009265.328    3221197.298          7.472
2394     211244.000   -2267668.131    5009266.753    3221199.436         86.165
2394     211245.000   -2267667.114    5009268.211    3221200.331          9.124
2394     211246.000   -2267667.078    5009270.620    3221200.281          7.032
2394     211247.000   -2267667.244    5009270.269    3221198.985          8.429
2394     211248.000   -2267666.020    5009269.843    3221198.157          9.660
2394     211249.000   -2267666.227    5009271.461    3221198.320         85.078
2394     211250.000   -2267666.239    5009271.887    3221198.020          4.131
2394     211251.000   -2267666.874    5009271.863    3221197.493          5.097
2394     211252.000   -2267666.501    5009273.076    3221197.953          0.301
2394     211253.000   -2267665.773    5009277.674    3221199.537          6.351
2394     211254.000   -2267666.567    5009280.579    3221201.501         90.447
2394     211255.000   -2267666.107    5009282.016    3221202.654         17.049
2394     211256.000   -2267665.246    5009284.523    3221204.085         16.989
2394     211257.000   -2267664.216    5009285.027    3221205.408         14.120
2394     211258.000   -2267663.249    5009285.448    3221206.764         20.068
2394     211259.000   -2267664.834    5009288.565    3221206.717         98.456
2394     211260.000   -2267665.346    5009290.057    3221206.763         23.117
2394     211261.000   -2267665.285    5009289.845    3221205.878         21.153
2394     211262.000   -2267664.817    5009288.390    3221205.857         17.224
2394     211263.000   -2267665.015    5009289.135    3221204.215         19.184
2394     211264.000   -2267664.519    5009289.753    3221205.445         25.025
2394     211265.000   -2267663.583    5009289.645    3221206.244         23.551
2394     211266.000   -2267663.102    5009290.228    3221207.400         24.520
2394     211267.000   -2267660.874    5009289.363    3221207.179         25.050
2394     211268.000   -2267660.458    5009292.153    3221207.126         21.682
2394     211269.000   -2267658.487    5009295.055    3221207.699         25.765
2394     211270.000   -2267657.110    5009298.561    3221208.723        102.285
2394     211271.000   -2267657.292    5009302.648    3221209.268         25.693
2394     211272.000   -2267659.474    5009304.696    3221208.658         28.087
2394     211273.000   -2267661.194    5009310.373    3221208.290         35.552
2394     211274.000   -2267662.930    5009317.299    3221208.076         37.335
2394     211275.000   -2267664.107    5009322.839    3221207.751        119.400
2394     211276.000   -2267663.362    5009325.640    3221208.194         44.398
2394     211277.000   -2267663.309    5009327.011    3221207.194         41.963
2394     211278.000   -2267662.403    5009326.522    3221206.468         45.611
2394     211279.000   -2267661.054    5009326.349    3221204.875         40.241
2394     211280.000   -2267662.763    5009330.268    3221203.760        120.949
2394     211281.000   -2267664.142    5009334.437    3221203.922         49.671
2394     211282.000   -2267664.405    5009336.290    3221204.382         50.245
2394     211283.000   -2267665.159    5009338.960    3221203.173         52.016
2394     211284.000   -2267665.641    5009343.594    3221203.673         55.655
2394     211285.000   -2267666.680    5009348.933    3221203.179        136.804
2394     211286.000   -2267666.246    5009350.353    3221201.786         59.903
2394     211287.000   -2267665.864    5009353.189    3221201.520         61.428
2394     211288.000   -2267664.182    5009353.962    3221200.375         57.423
2394     211289.000   -2267664.617    5009357.018    3221200.216         63.630
2394     211290.000   -2267663.802    5009357.122    3221199.837        139.872
2394     211291.000   -2267663.553    5009359.733    3221200.073         62.420
2394     211292.000   -2267663.363    5009362.799    3221200.553         62.982
2394     211293.000   -2267662.773    5009362.923    3221199.802         57.620
2394     211294.000   -2267661.277    5009362.682    3221198.721         57.230
2394     211295.000   -2267661.539    5009365.396    3221197.517        135.356
2394     211296.000   -2267659.354    5009365.937    3221197.142         57.854
2394     211297.000   -2267658.496    5009369.483    3221196.594         57.532
2394     211298.000   -2267657.913    5009370.579    3221197.019         62.041
2394     211299.000   -2267657.573    5009368.589    3221198.411         61.519
2394     211300.000   -2267658.036    5009370.141    3221199.685        139.626
2394     211301.000   -2267658.967    5009370.849    3221201.088         65.198
2394     211302.000   -2267655.517    5009370.027    3221200.323         62.849
2394     211303.000   -2267655.669    5009370.244    3221199.848         61.268
2394     211304.000   -2267653.330    5009367.297    3221197.098         55.855
2394     211305.000   -2267653.319    5009367.188    3221195.733        131.869
2394     211306.000   -2267653.995    5009368.816    3221195.412         55.121
2394     211307.000   -2267652.925    5009368.464    3221194.079         55.232
2394     211308.000   -2267652.023    5009367.244    3221190.694         52.360
2394     211309.000   -2267650.615    5009364.527    3221189.991         50.437
2394     211310.000   -2267648.256    5009362.587    3221189.966        124.912
2394     211311.000   -2267644.206    5009357.032    3221187.414         43.188
2394     211312.000   -2267643.738    5009356.770    3221185.398         45.462
2394     211313.000   -2267643.317    5009356.921    3221185.076         45.123
2394     211314.000   -2267643.660    5009358.658    3221184.976         45.663
2394     211315.000   -2267645.045    5009360.288    3221183.318        123.545
2394     211316.000   -2267644.422    5009360.453    3221183.046         46.699
2394     211317.000   -2267646.586    5009363.377    3221181.652         48.558
2394     211318.000   -2267647.951    5009365.277    3221181.853         50.756
2394     211319.000   -2267648.055    5009366.308    3221179.456        126.803
2394     211320.000   -2267648.997    5009366.598    3221178.471         51.261
2394     211321.000   -2267650.089    5009367.277    3221177.837         51.311
2394     211322.000   -2267651.601    5009367.577    3221175.373         52.275
2394     211323.000   -2267653.746    5009369.278    3221174.984         55.693
2394     211324.000   -2267654.756    5009372.665    3221174.791        137.177
2394     211325.000   -2267658.429    5009380.625    3221177.131         67.866
2394     211326.000   -2267662.256    5009385.415    3221176.573         69.267
2394     211327.000   -2267665.840    5009387.346    3221175.676         71.606
2394     211328.000   -2267667.846    5009389.794    3221175.040        150.027
2394     211329.000   -2267670.153    5009393.658    3221176.557         76.511
2394     211330.000   -2267671.970    5009393.284    3221175.868         74.745
2394     211331.000   -2267674.021    5009396.824    3221175.382         77.197
2394     211332.000   -2267677.388    5009397.292    3221173.466         68.771
2394     211333.000   -2267679.974    5009398.170    3221174.353         74.954
2394     211334.000   -2267683.702    5009405.203    3221177.330         81.850
2394     211335.000   -2267687.347    5009409.409    3221178.520         87.481
2394     211336.000   -2267689.881    5009411.517    3221180.283         90.035
2394     211337.000   -2267691.065    5009412.632    3221182.461         93.961
2394     211338.000   -2267691.562    5009414.136    3221185.191        170.608
2394     211339.000   -2267691.999    5009413.830    3221184.721         97.433
2394     211340.000   -2267692.719    5009414.654    3221184.962         96.752
2394     211341.000   -2267693.197    5009415.879    3221184.394         98.285
2394     211342.000   -2267693.168    5009415.979    3221182.963        173.287
2394     211343.000   -2267694.178    5009418.044    3221184.787         93.028
2394     211344.000   -2267693.457    5009416.117    3221184.449         89.197
2394     211345.000   -2267668.371    5009402.159    3221150.072         62.584
2394     211346.000   -2267669.359    5009401.745    3221149.072         63.367
2394     211347.000   -2267669.922    5009401.121    3221148.808        140.627
2394     211348.000   -2267667.549    5009399.990    3221146.970         61.919
2394     211349.000   -2267666.135    5009398.568    3221143.333         60.025
2394     211350.000   -2267666.408    5009398.236    3221142.484         58.701
2394     211351.000   -2267666.542    5009399.298    3221142.559         57.404
2394     211352.000   -2267666.682    5009399.291    3221141.432        136.233
2394     211353.000   -2267667.692    5009402.214    3221140.438         57.878
2394     211354.000   -2267666.032    5009400.963    3221136.098         55.990
2394     211355.000   -2267641.238    5009368.521    3221132.362         28.333
2394     211356.000   -2267641.260    5009368.680    3221129.765        105.845
2394     211357.000   -2267639.991    5009366.111    3221125.769         26.893
2394     211358.000   -2267640.503    5009367.770    3221123.445         28.210
2394     211359.000   -2267641.073    5009369.367    3221123.740         29.384
2394     211360.000   -2267641.953    5009370.806    3221123.464         31.172
2394     211361.000   -2267641.325    5009368.716    3221121.045        105.548
2394     211362.000   -2267641.711    5009369.063    3221119.311         27.997
2394     211363.000   -2267641.981    5009369.034    3221119.019         29.545
2394     211364.000   -2267641.865    5009369.778    3221118.384         26.843
2394     211365.000   -2267641.584    5009370.195    3221117.357         29.533
2394     211366.000   -2267641.481    5009370.588    3221117.932        106.932
2394     211367.000   -2267640.235    5009366.755    3221117.497         25.534
2394     211368.000   -2267639.445    5009368.195    3221117.549         28.233
2394     211369.000   -2267640.250    5009370.131    3221116.972         29.131
2394     211370.000   -2267639.291    5009370.454    3221114.718        103.663
2394     211371.000   -2267638.478    5009368.702    3221111.666         25.422
2394     211372.000   -2267638.068    5009366.745    3221110.987         27.884
2394     211373.000   -2267636.728    5009364.644    3221108.699         25.452
2394     211374.000   -2267636.319    5009365.197    3221107.359         22.054
2394     211375.000   -2267636.006    5009363.720    3221105.150         94.907
2394     211376.000   -2267634.593    5009363.410    3221104.729         18.691
2394     211377.000   -2267632.480    5009359.569    3221101.781          9.329
2394     211378.000   -2267631.840    5009358.116    3221100.768          9.875
2394     211379.000   -2267631.694    5009356.944    3221099.025         85.699
2394     211380.000   -2267631.677    5009355.929    3221098.302          8.911
2394     211381.000   -2267631.307    5009355.025    3221097.531          6.551
2394     211382.000   -2267630.669    5009353.502    3221095.976          3.882
2394     211383.000   -2267630.528    5009351.412    3221093.178          0.645
2394     211384.000   -2267628.650    5009349.029    3221091.068         75.327
2394     211385.000   -2267627.152    5009348.553    3221088.492         -2.369
2394     211386.000   -2267626.180    5009346.404    3221088.252         -4.270
2394     211387.000   -2267626.015    5009346.063    3221086.892         -2.142
2394     211388.000   -2267626.016    5009345.916    3221086.642         -6.511
2394     211389.000   -2267625.908    5009345.379    3221086.610         69.039
2394     211390.000   -2267626.812    5009347.219    3221086.308         -3.871
2394     211391.000   -2267627.675    5009346.513    3221085.191         -2.496
2394     211392.000   -2267627.966    5009345.250    3221083.291         -2.036
2394     211393.000   -2267629.342    5009345.901    3221083.911         74.021
2394     211394.000   -2267630.613    5009346.074    3221082.812         -5.478
2394     211395.000   -2267631.083    5009345.912    3221082.705         -4.252
2394     211396.000   -2267632.548    5009347.141    3221083.294         -3.697
2394     211397.000   -2267632.482    5009348.795    3221082.087         -3.319
2394     211398.000   -2267633.146    5009349.509    3221080.398         76.239
2394     211399.000   -2267634.053    5009350.908    3221080.020         -2.583
2394     211400.000   -2267635.433    5009350.037    3221080.314         -1.875
2394     211401.000   -2267637.025    5009351.324    3221078.895         -0.456
2394     211402.000   -2267637.329    5009351.817    3221077.041         -1.795
2394     211403.000   -2267639.305    5009354.948    3221074.746         -0.283
2394     211404.000   -2267640.045    5009354.722    3221072.676         -1.877
2394     211405.000   -2267641.034    5009355.704    3221070.704         -2.601
2394     211406.000   -2267642.091    5009356.377    3221070.795         -0.031
2394     211407.000   -2267643.330    5009355.295    3221068.399         73.356
2394     211408.000   -2267644.644    5009355.554    3221066.929         -2.818
2394     211409.000   -2267647.104    5009358.104    3221066.928          1.157
2394     211410.000   -2267648.327    5009357.391    3221065.693         -5.392
2394     211411.000   -2267649.420    5009358.190    3221065.237         -2.211
2394     211412.000   -2267650.429    5009358.913    3221064.928         73.698
2394     211413.000   -2267650.747    5009356.789    3221064.016         -5.603
2394     211414.000   -2267652.420    5009357.438    3221064.308         -5.450
2394     211415.000   -2267653.704    5009357.412    3221063.583         -5.274
2394     211416.000   -2267654.740    5009357.100    3221063.637         -4.300
2394     211417.000   -2267655.931    5009357.739    3221063.730         72.767
2394     211418.000   -2267658.030    5009356.706    3221064.059         -4.440
2394     211419.000   -2267658.571    5009355.217    3221063.507         -2.768
2394     211420.000   -2267659.732    5009354.880    3221063.332         -2.598
