Epoch GPSWeek GPSSeconds E N U
386 2170 184350.000 -3.996946e+64 -5.261372e+64 6.333948e+64
387 2170 184380.000 -3.996946e+64 -5.261372e+64 6.333948e+64
388 2170 184410.000 -3.996946e+64 -5.261372e+64 6.333948e+64
389 2170 184440.000 -3.996946e+64 -5.261372e+64 6.333948e+64
390 2170 184470.000 -3.996946e+64 -5.261372e+64 6.333948e+64
391 2170 184500.000 -3.996946e+64 -5.261372e+64 6.333948e+64
392 2170 184530.000 -3.996946e+64 -5.261372e+64 6.333948e+64
393 2170 184560.000 -3.996946e+64 -5.261372e+64 6.333948e+64
394 2170 184590.000 -3.996946e+64 -5.261372e+64 6.333948e+64
395 2170 184620.000 -3.996946e+64 -5.261372e+64 6.333948e+64
396 2170 184650.000 -3.996946e+64 -5.261372e+64 6.333948e+64
397 2170 184680.000 -3.996946e+64 -5.261372e+64 6.333948e+64
398 2170 184710.000 -3.996946e+64 -5.261372e+64 6.333948e+64
399 2170 184740.000 -3.996946e+64 -5.261372e+64 6.333948e+64
400 2170 184770.000 -3.996946e+64 -5.261372e+64 6.333948e+64
401 2170 184800.000 -3.996946e+64 -5.261372e+64 6.333948e+64
402 2170 184830.000 -3.996946e+64 -5.261372e+64 6.333948e+64
403 2170 184860.000 -3.996946e+64 -5.261372e+64 6.333948e+64
404 2170 184890.000 -3.996946e+64 -5.261372e+64 6.333948e+64
405 2170 184920.000 -3.996946e+64 -5.261372e+64 6.333948e+64
406 2170 184950.000 -3.996946e+64 -5.261372e+64 6.333948e+64
407 2170 184980.000 -3.996946e+64 -5.261372e+64 6.333948e+64
408 2170 185010.000 -3.996946e+64 -5.261372e+64 6.333948e+64
409 2170 185040.000 -3.996946e+64 -5.261372e+64 6.333948e+64
410 2170 185070.000 -3.996946e+64 -5.261372e+64 6.333948e+64
411 2170 185100.000 -3.996946e+64 -5.261372e+64 6.333948e+64
412 2170 185130.000 -3.996946e+64 -5.261372e+64 6.333948e+64
413 2170 185160.000 -3.996946e+64 -5.261372e+64 6.333948e+64
414 2170 185190.000 -3.996946e+64 -5.261372e+64 6.333948e+64
415 2170 185220.000 -3.996946e+64 -5.261372e+64 6.333948e+64
416 2170 185250.000 -3.996946e+64 -5.261372e+64 6.333948e+64
417 2170 185280.000 -3.996946e+64 -5.261372e+64 6.333948e+64
418 2170 185310.000 -3.996946e+64 -5.261372e+64 6.333948e+64
419 2170 185340.000 -3.996946e+64 -5.261372e+64 6.333948e+64
420 2170 185370.000 -3.996946e+64 -5.261372e+64 6.333948e+64
421 2170 185400.000 -3.996946e+64 -5.261372e+64 6.333948e+64
422 2170 185430.000 -3.996946e+64 -5.261372e+64 6.333948e+64
423 2170 185460.000 -3.996946e+64 -5.261372e+64 6.333948e+64
424 2170 185490.000 -3.996946e+64 -5.261372e+64 6.333948e+64
425 2170 185520.000 -3.996946e+64 -5.261372e+64 6.333948e+64
426 2170 185550.000 -3.996946e+64 -5.261372e+64 6.333948e+64
427 2170 185580.000 -3.996946e+64 -5.261372e+64 6.333948e+64
428 2170 185610.000 -3.996946e+64 -5.261372e+64 6.333948e+64
429 2170 185640.000 -3.996946e+64 -5.261372e+64 6.333948e+64
430 2170 185670.000 -3.996946e+64 -5.261372e+64 6.333948e+64
431 2170 185700.000 -3.996946e+64 -5.261372e+64 6.333948e+64
432 2170 185730.000 -3.996946e+64 -5.261372e+64 6.333948e+64
433 2170 185760.000 -3.996946e+64 -5.261372e+64 6.333948e+64
434 2170 185790.000 -3.996946e+64 -5.261372e+64 6.333948e+64
435 2170 185820.000 -3.996946e+64 -5.261372e+64 6.333948e+64
436 2170 185850.000 -3.996946e+64 -5.261372e+64 6.333948e+64
437 2170 185880.000 -3.996946e+64 -5.261372e+64 6.333948e+64
438 2170 185910.000 -3.996946e+64 -5.261372e+64 6.333948e+64
439 2170 185940.000 -3.996946e+64 -5.261372e+64 6.333948e+64
440 2170 185970.000 -3.996946e+64 -5.261372e+64 6.333948e+64
441 2170 186000.000 -3.996946e+64 -5.261372e+64 6.333948e+64
442 2170 186030.000 -3.996946e+64 -5.261372e+64 6.333948e+64
443 2170 186060.000 -3.996946e+64 -5.261372e+64 6.333948e+64
444 2170 186090.000 -3.996946e+64 -5.261372e+64 6.333948e+64
445 2170 186120.000 -3.996946e+64 -5.261372e+64 6.333948e+64
446 2170 186150.000 -3.996946e+64 -5.261372e+64 6.333948e+64
447 2170 186180.000 -3.996946e+64 -5.261372e+64 6.333948e+64
448 2170 186210.000 -3.996946e+64 -5.261372e+64 6.333948e+64
449 2170 186240.000 -3.996946e+64 -5.261372e+64 6.333948e+64
450 2170 186270.000 -3.996946e+64 -5.261372e+64 6.333948e+64
451 2170 186300.000 -3.996946e+64 -5.261372e+64 6.333948e+64
452 2170 186330.000 -3.996946e+64 -5.261372e+64 6.333948e+64
453 2170 186360.000 -3.996946e+64 -5.261372e+64 6.333948e+64
454 2170 186390.000 -3.996946e+64 -5.261372e+64 6.333948e+64
455 2170 186420.000 -3.996946e+64 -5.261372e+64 6.333948e+64
456 2170 186450.000 -3.996946e+64 -5.261372e+64 6.333948e+64
457 2170 186480.000 -3.996946e+64 -5.261372e+64 6.333948e+64
458 2170 186510.000 -3.996946e+64 -5.261372e+64 6.333948e+64
459 2170 186540.000 -3.996946e+64 -5.261372e+64 6.333948e+64
460 2170 186570.000 -3.996946e+64 -5.261372e+64 6.333948e+64
461 2170 186600.000 -3.996946e+64 -5.261372e+64 6.333948e+64
462 2170 186630.000 -3.996946e+64 -5.261372e+64 6.333948e+64
463 2170 186660.000 -3.996946e+64 -5.261372e+64 6.333948e+64
464 2170 186690.000 -3.996946e+64 -5.261372e+64 6.333948e+64
465 2170 186720.000 -3.996946e+64 -5.261372e+64 6.333948e+64
466 2170 186750.000 -3.996946e+64 -5.261372e+64 6.333948e+64
467 2170 186780.000 -3.996946e+64 -5.261372e+64 6.333948e+64
468 2170 186810.000 -3.996946e+64 -5.261372e+64 6.333948e+64
469 2170 186840.000 -3.996946e+64 -5.261372e+64 6.333948e+64
470 2170 186870.000 -3.996946e+64 -5.261372e+64 6.333948e+64
471 2170 186900.000 -3.996946e+64 -5.261372e+64 6.333948e+64
472 2170 186930.000 -3.996946e+64 -5.261372e+64 6.333948e+64
473 2170 186960.000 -3.996946e+64 -5.261372e+64 6.333948e+64
474 2170 186990.000 -3.996946e+64 -5.261372e+64 6.333948e+64
475 2170 187020.000 -3.996946e+64 -5.261372e+64 6.333948e+64
476 2170 187050.000 -3.996946e+64 -5.261372e+64 6.333948e+64
477 2170 187080.000 -3.996946e+64 -5.261372e+64 6.333948e+64
478 2170 187110.000 -3.996946e+64 -5.261372e+64 6.333948e+64
479 2170 187140.000 -3.996946e+64 -5.261372e+64 6.333948e+64
480 2170 187170.000 -3.996946e+64 -5.261372e+64 6.333948e+64
481 2170 187200.000 -3.996946e+64 -5.261372e+64 6.333948e+64
482 2170 187230.000 -3.996946e+64 -5.261372e+64 6.333948e+64
483 2170 187260.000 -3.996946e+64 -5.261372e+64 6.333948e+64
484 2170 187290.000 -3.996946e+64 -5.261372e+64 6.333948e+64
485 2170 187320.000 -3.996946e+64 -5.261372e+64 6.333948e+64
486 2170 187350.000 -3.996946e+64 -5.261372e+64 6.333948e+64
487 2170 187380.000 -3.996946e+64 -5.261372e+64 6.333948e+64
488 2170 187410.000 -3.996946e+64 -5.261372e+64 6.333948e+64
489 2170 187440.000 -3.996946e+64 -5.261372e+64 6.333948e+64
490 2170 187470.000 -3.996946e+64 -5.261372e+64 6.333948e+64
491 2170 187500.000 -3.996946e+64 -5.261372e+64 6.333948e+64
492 2170 187530.000 -3.996946e+64 -5.261372e+64 6.333948e+64
493 2170 187560.000 -3.996946e+64 -5.261372e+64 6.333948e+64
494 2170 187590.000 -3.996946e+64 -5.261372e+64 6.333948e+64
495 2170 187620.000 -3.996946e+64 -5.261372e+64 6.333948e+64
496 2170 187650.000 -3.996946e+64 -5.261372e+64 6.333948e+64
497 2170 187680.000 -3.996946e+64 -5.261372e+64 6.333948e+64
498 2170 187710.000 -3.996946e+64 -5.261372e+64 6.333948e+64
499 2170 187740.000 -3.996946e+64 -5.261372e+64 6.333948e+64
500 2170 187770.000 -3.996946e+64 -5.261372e+64 6.333948e+64
501 2170 187800.000 -3.996946e+64 -5.261372e+64 6.333948e+64
502 2170 187830.000 -3.996946e+64 -5.261372e+64 6.333948e+64
503 2170 187860.000 -3.996946e+64 -5.261372e+64 6.333948e+64
504 2170 187890.000 -3.996946e+64 -5.261372e+64 6.333948e+64
505 2170 187920.000 -3.996946e+64 -5.261372e+64 6.333948e+64
506 2170 187950.000 -3.996946e+64 -5.261372e+64 6.333948e+64
507 2170 187980.000 -3.996946e+64 -5.261372e+64 6.333948e+64
508 2170 188010.000 -3.996946e+64 -5.261372e+64 6.333948e+64
509 2170 188040.000 -3.996946e+64 -5.261372e+64 6.333948e+64
510 2170 188070.000 -3.996946e+64 -5.261372e+64 6.333948e+64
511 2170 188100.000 -3.996946e+64 -5.261372e+64 6.333948e+64
512 2170 188130.000 -3.996946e+64 -5.261372e+64 6.333948e+64
513 2170 188160.000 -3.996946e+64 -5.261372e+64 6.333948e+64
514 2170 188190.000 -3.996946e+64 -5.261372e+64 6.333948e+64
515 2170 188220.000 -3.996946e+64 -5.261372e+64 6.333948e+64
516 2170 188250.000 -3.996946e+64 -5.261372e+64 6.333948e+64
517 2170 188280.000 -3.996946e+64 -5.261372e+64 6.333948e+64
518 2170 188310.000 -3.996946e+64 -5.261372e+64 6.333948e+64
519 2170 188340.000 -3.996946e+64 -5.261372e+64 6.333948e+64
520 2170 188370.000 -3.996946e+64 -5.261372e+64 6.333948e+64
521 2170 188400.000 -3.996946e+64 -5.261372e+64 6.333948e+64
522 2170 188430.000 -3.996946e+64 -5.261372e+64 6.333948e+64
523 2170 188460.000 -3.996946e+64 -5.261372e+64 6.333948e+64
524 2170 188490.000 -3.996946e+64 -5.261372e+64 6.333948e+64
525 2170 188520.000 -3.996946e+64 -5.261372e+64 6.333948e+64
526 2170 188550.000 -3.996946e+64 -5.261372e+64 6.333948e+64
527 2170 188580.000 -3.996946e+64 -5.261372e+64 6.333948e+64
528 2170 188610.000 -3.996946e+64 -5.261372e+64 6.333948e+64
529 2170 188640.000 -3.996946e+64 -5.261372e+64 6.333948e+64
530 2170 188670.000 -3.996946e+64 -5.261372e+64 6.333948e+64
531 2170 188700.000 -3.996946e+64 -5.261372e+64 6.333948e+64
532 2170 188730.000 -3.996946e+64 -5.261372e+64 6.333948e+64
533 2170 188760.000 -3.996946e+64 -5.261372e+64 6.333948e+64
534 2170 188790.000 -3.996946e+64 -5.261372e+64 6.333948e+64
535 2170 188820.000 -3.996946e+64 -5.261372e+64 6.333948e+64
536 2170 188850.000 -3.996946e+64 -5.261372e+64 6.333948e+64
537 2170 188880.000 -3.996946e+64 -5.261372e+64 6.333948e+64
538 2170 188910.000 -3.996946e+64 -5.261372e+64 6.333948e+64
539 2170 188940.000 -3.996946e+64 -5.261372e+64 6.333948e+64
540 2170 188970.000 -3.996946e+64 -5.261372e+64 6.333948e+64
541 2170 189000.000 -3.996946e+64 -5.261372e+64 6.333948e+64
542 2170 189030.000 -3.996946e+64 -5.261372e+64 6.333948e+64
543 2170 189060.000 -3.996946e+64 -5.261372e+64 6.333948e+64
544 2170 189090.000 -3.996946e+64 -5.261372e+64 6.333948e+64
545 2170 189120.000 -3.996946e+64 -5.261372e+64 6.333948e+64
546 2170 189150.000 -3.996946e+64 -5.261372e+64 6.333948e+64
547 2170 189180.000 -3.996946e+64 -5.261372e+64 6.333948e+64
548 2170 189210.000 -3.996946e+64 -5.261372e+64 6.333948e+64
549 2170 189240.000 -3.996946e+64 -5.261372e+64 6.333948e+64
550 2170 189270.000 -3.996946e+64 -5.261372e+64 6.333948e+64
551 2170 189300.000 -3.996946e+64 -5.261372e+64 6.333948e+64
552 2170 189330.000 -3.996946e+64 -5.261372e+64 6.333948e+64
553 2170 189360.000 -3.996946e+64 -5.261372e+64 6.333948e+64
554 2170 189390.000 -3.996946e+64 -5.261372e+64 6.333948e+64
555 2170 189420.000 -3.996946e+64 -5.261372e+64 6.333948e+64
556 2170 189450.000 -3.996946e+64 -5.261372e+64 6.333948e+64
557 2170 189480.000 -3.996946e+64 -5.261372e+64 6.333948e+64
558 2170 189510.000 -3.996946e+64 -5.261372e+64 6.333948e+64
559 2170 189540.000 -3.996946e+64 -5.261372e+64 6.333948e+64
560 2170 189570.000 -3.996946e+64 -5.261372e+64 6.333948e+64
561 2170 189600.000 -3.996946e+64 -5.261372e+64 6.333948e+64
562 2170 189630.000 -3.996946e+64 -5.261372e+64 6.333948e+64
563 2170 189660.000 -3.996946e+64 -5.261372e+64 6.333948e+64
564 2170 189690.000 -3.996946e+64 -5.261372e+64 6.333948e+64
565 2170 189720.000 -3.996946e+64 -5.261372e+64 6.333948e+64
566 2170 189750.000 -3.996946e+64 -5.261372e+64 6.333948e+64
567 2170 189780.000 -3.996946e+64 -5.261372e+64 6.333948e+64
568 2170 189810.000 -3.996946e+64 -5.261372e+64 6.333948e+64
569 2170 189840.000 -3.996946e+64 -5.261372e+64 6.333948e+64
570 2170 189870.000 -3.996946e+64 -5.261372e+64 6.333948e+64
571 2170 189900.000 -3.996946e+64 -5.261372e+64 6.333948e+64
572 2170 189930.000 -3.996946e+64 -5.261372e+64 6.333948e+64
573 2170 189960.000 -3.996946e+64 -5.261372e+64 6.333948e+64
574 2170 189990.000 -3.996946e+64 -5.261372e+64 6.333948e+64
575 2170 190020.000 -3.996946e+64 -5.261372e+64 6.333948e+64
576 2170 190050.000 -3.996946e+64 -5.261372e+64 6.333948e+64
577 2170 190080.000 -3.996946e+64 -5.261372e+64 6.333948e+64
578 2170 190110.000 -3.996946e+64 -5.261372e+64 6.333948e+64
579 2170 190140.000 -3.996946e+64 -5.261372e+64 6.333948e+64
580 2170 190170.000 -3.996946e+64 -5.261372e+64 6.333948e+64
581 2170 190200.000 -3.996946e+64 -5.261372e+64 6.333948e+64
582 2170 190230.000 -3.996946e+64 -5.261372e+64 6.333948e+64
583 2170 190260.000 -3.996946e+64 -5.261372e+64 6.333948e+64
584 2170 190290.000 -3.996946e+64 -5.261372e+64 6.333948e+64
585 2170 190320.000 -3.996946e+64 -5.261372e+64 6.333948e+64
586 2170 190350.000 -3.996946e+64 -5.261372e+64 6.333948e+64
587 2170 190380.000 -3.996946e+64 -5.261372e+64 6.333948e+64
588 2170 190410.000 -3.996946e+64 -5.261372e+64 6.333948e+64
589 2170 190440.000 -3.996946e+64 -5.261372e+64 6.333948e+64
590 2170 190470.000 -3.996946e+64 -5.261372e+64 6.333948e+64
591 2170 190500.000 -3.996946e+64 -5.261372e+64 6.333948e+64
592 2170 190530.000 -3.996946e+64 -5.261372e+64 6.333948e+64
593 2170 190560.000 -3.996946e+64 -5.261372e+64 6.333948e+64
594 2170 190590.000 -3.996946e+64 -5.261372e+64 6.333948e+64
595 2170 190620.000 -3.996946e+64 -5.261372e+64 6.333948e+64
596 2170 190650.000 -3.996946e+64 -5.261372e+64 6.333948e+64
597 2170 190680.000 -3.996946e+64 -5.261372e+64 6.333948e+64
598 2170 190710.000 -3.996946e+64 -5.261372e+64 6.333948e+64
599 2170 190740.000 -3.996946e+64 -5.261372e+64 6.333948e+64
600 2170 190770.000 -3.996946e+64 -5.261372e+64 6.333948e+64
601 2170 190800.000 -3.996946e+64 -5.261372e+64 6.333948e+64
602 2170 190830.000 -3.996946e+64 -5.261372e+64 6.333948e+64
603 2170 190860.000 -3.996946e+64 -5.261372e+64 6.333948e+64
604 2170 190890.000 -3.996946e+64 -5.261372e+64 6.333948e+64
605 2170 190920.000 -3.996946e+64 -5.261372e+64 6.333948e+64
606 2170 190950.000 -3.996946e+64 -5.261372e+64 6.333948e+64
607 2170 190980.000 -3.996946e+64 -5.261372e+64 6.333948e+64
608 2170 191010.000 -3.996946e+64 -5.261372e+64 6.333948e+64
609 2170 191040.000 -3.996946e+64 -5.261372e+64 6.333948e+64
610 2170 191070.000 -3.996946e+64 -5.261372e+64 6.333948e+64
611 2170 191100.000 -3.996946e+64 -5.261372e+64 6.333948e+64
612 2170 191130.000 -3.996946e+64 -5.261372e+64 6.333948e+64
613 2170 191160.000 -3.996946e+64 -5.261372e+64 6.333948e+64
614 2170 191190.000 -3.996946e+64 -5.261372e+64 6.333948e+64
615 2170 191220.000 -3.996946e+64 -5.261372e+64 6.333948e+64
616 2170 191250.000 -3.996946e+64 -5.261372e+64 6.333948e+64
617 2170 191280.000 -3.996946e+64 -5.261372e+64 6.333948e+64
618 2170 191310.000 -3.996946e+64 -5.261372e+64 6.333948e+64
619 2170 191340.000 -3.996946e+64 -5.261372e+64 6.333948e+64
620 2170 191370.000 -3.996946e+64 -5.261372e+64 6.333948e+64
621 2170 191400.000 -3.996946e+64 -5.261372e+64 6.333948e+64
622 2170 191430.000 -3.996946e+64 -5.261372e+64 6.333948e+64
623 2170 191460.000 -3.996946e+64 -5.261372e+64 6.333948e+64
624 2170 191490.000 -3.996946e+64 -5.261372e+64 6.333948e+64
625 2170 191520.000 -3.996946e+64 -5.261372e+64 6.333948e+64
626 2170 191550.000 -3.996946e+64 -5.261372e+64 6.333948e+64
627 2170 191580.000 -3.996946e+64 -5.261372e+64 6.333948e+64
628 2170 191610.000 -3.996946e+64 -5.261372e+64 6.333948e+64
629 2170 191640.000 -3.996946e+64 -5.261372e+64 6.333948e+64
630 2170 191670.000 -3.996946e+64 -5.261372e+64 6.333948e+64
631 2170 191700.000 -3.996946e+64 -5.261372e+64 6.333948e+64
632 2170 191730.000 -3.996946e+64 -5.261372e+64 6.333948e+64
633 2170 191760.000 -3.996946e+64 -5.261372e+64 6.333948e+64
634 2170 191790.000 -3.996946e+64 -5.261372e+64 6.333948e+64
635 2170 191820.000 -3.996946e+64 -5.261372e+64 6.333948e+64
636 2170 191850.000 -3.996946e+64 -5.261372e+64 6.333948e+64
637 2170 191880.000 -3.996946e+64 -5.261372e+64 6.333948e+64
638 2170 191910.000 -3.996946e+64 -5.261372e+64 6.333948e+64
639 2170 191940.000 -3.996946e+64 -5.261372e+64 6.333948e+64
640 2170 191970.000 -3.996946e+64 -5.261372e+64 6.333948e+64
641 2170 192000.000 -3.996946e+64 -5.261372e+64 6.333948e+64
642 2170 192030.000 -3.996946e+64 -5.261372e+64 6.333948e+64
643 2170 192060.000 -3.996946e+64 -5.261372e+64 6.333948e+64
644 2170 192090.000 -3.996946e+64 -5.261372e+64 6.333948e+64
645 2170 192120.000 -3.996946e+64 -5.261372e+64 6.333948e+64
646 2170 192150.000 -3.996946e+64 -5.261372e+64 6.333948e+64
647 2170 192180.000 -3.996946e+64 -5.261372e+64 6.333948e+64
648 2170 192210.000 -3.996946e+64 -5.261372e+64 6.333948e+64
649 2170 192240.000 -3.996946e+64 -5.261372e+64 6.333948e+64
650 2170 192270.000 -3.996946e+64 -5.261372e+64 6.333948e+64
651 2170 192300.000 -3.996946e+64 -5.261372e+64 6.333948e+64
652 2170 192330.000 -3.996946e+64 -5.261372e+64 6.333948e+64
653 2170 192360.000 -3.996946e+64 -5.261372e+64 6.333948e+64
654 2170 192390.000 -3.996946e+64 -5.261372e+64 6.333948e+64
655 2170 192420.000 -3.996946e+64 -5.261372e+64 6.333948e+64
656 2170 192450.000 -3.996946e+64 -5.261372e+64 6.333948e+64
657 2170 192480.000 -3.996946e+64 -5.261372e+64 6.333948e+64
658 2170 192510.000 -3.996946e+64 -5.261372e+64 6.333948e+64
659 2170 192540.000 -3.996946e+64 -5.261372e+64 6.333948e+64
660 2170 192570.000 -3.996946e+64 -5.261372e+64 6.333948e+64
661 2170 192600.000 -3.996946e+64 -5.261372e+64 6.333948e+64
662 2170 192630.000 -3.996946e+64 -5.261372e+64 6.333948e+64
663 2170 192660.000 -3.996946e+64 -5.261372e+64 6.333948e+64
664 2170 192690.000 -3.996946e+64 -5.261372e+64 6.333948e+64
665 2170 192720.000 -3.996946e+64 -5.261372e+64 6.333948e+64
666 2170 192750.000 -3.996946e+64 -5.261372e+64 6.333948e+64
667 2170 192780.000 -3.996946e+64 -5.261372e+64 6.333948e+64
668 2170 192810.000 -3.996946e+64 -5.261372e+64 6.333948e+64
669 2170 192840.000 -3.996946e+64 -5.261372e+64 6.333948e+64
670 2170 192870.000 -3.996946e+64 -5.261372e+64 6.333948e+64
671 2170 192900.000 -3.996946e+64 -5.261372e+64 6.333948e+64
672 2170 192930.000 -3.996946e+64 -5.261372e+64 6.333948e+64
673 2170 192960.000 -3.996946e+64 -5.261372e+64 6.333948e+64
674 2170 192990.000 -3.996946e+64 -5.261372e+64 6.333948e+64
675 2170 193020.000 -3.996946e+64 -5.261372e+64 6.333948e+64
676 2170 193050.000 -3.996946e+64 -5.261372e+64 6.333948e+64
677 2170 193080.000 -3.996946e+64 -5.261372e+64 6.333948e+64
678 2170 193110.000 -3.996946e+64 -5.261372e+64 6.333948e+64
679 2170 193140.000 -3.996946e+64 -5.261372e+64 6.333948e+64
680 2170 193170.000 -3.996946e+64 -5.261372e+64 6.333948e+64
681 2170 193200.000 -3.996946e+64 -5.261372e+64 6.333948e+64
682 2170 193230.000 -3.996946e+64 -5.261372e+64 6.333948e+64
683 2170 193260.000 -3.996946e+64 -5.261372e+64 6.333948e+64
684 2170 193290.000 -3.996946e+64 -5.261372e+64 6.333948e+64
685 2170 193320.000 -3.996946e+64 -5.261372e+64 6.333948e+64
686 2170 193350.000 -3.996946e+64 -5.261372e+64 6.333948e+64
687 2170 193380.000 -3.996946e+64 -5.261372e+64 6.333948e+64
688 2170 193410.000 -3.996946e+64 -5.261372e+64 6.333948e+64
689 2170 193440.000 -3.996946e+64 -5.261372e+64 6.333948e+64
690 2170 193470.000 -3.996946e+64 -5.261372e+64 6.333948e+64
691 2170 193500.000 -3.996946e+64 -5.261372e+64 6.333948e+64
692 2170 193530.000 -3.996946e+64 -5.261372e+64 6.333948e+64
693 2170 193560.000 -3.996946e+64 -5.261372e+64 6.333948e+64
694 2170 193590.000 -3.996946e+64 -5.261372e+64 6.333948e+64
695 2170 193620.000 -3.996946e+64 -5.261372e+64 6.333948e+64
696 2170 193650.000 -3.996946e+64 -5.261372e+64 6.333948e+64
697 2170 193680.000 -3.996946e+64 -5.261372e+64 6.333948e+64
698 2170 193710.000 -3.996946e+64 -5.261372e+64 6.333948e+64
699 2170 193740.000 -3.996946e+64 -5.261372e+64 6.333948e+64
700 2170 193770.000 -3.996946e+64 -5.261372e+64 6.333948e+64
701 2170 193800.000 -3.996946e+64 -5.261372e+64 6.333948e+64
702 2170 193830.000 -3.996946e+64 -5.261372e+64 6.333948e+64
703 2170 193860.000 -3.996946e+64 -5.261372e+64 6.333948e+64
704 2170 193890.000 -3.996946e+64 -5.261372e+64 6.333948e+64
705 2170 193920.000 -3.996946e+64 -5.261372e+64 6.333948e+64
706 2170 193950.000 -3.996946e+64 -5.261372e+64 6.333948e+64
707 2170 193980.000 -3.996946e+64 -5.261372e+64 6.333948e+64
708 2170 194010.000 -3.996946e+64 -5.261372e+64 6.333948e+64
709 2170 194040.000 -3.996946e+64 -5.261372e+64 6.333948e+64
710 2170 194070.000 -3.996946e+64 -5.261372e+64 6.333948e+64
711 2170 194100.000 -3.996946e+64 -5.261372e+64 6.333948e+64
712 2170 194130.000 -3.996946e+64 -5.261372e+64 6.333948e+64
713 2170 194160.000 -3.996946e+64 -5.261372e+64 6.333948e+64
714 2170 194190.000 -3.996946e+64 -5.261372e+64 6.333948e+64
715 2170 194220.000 -3.996946e+64 -5.261372e+64 6.333948e+64
716 2170 194250.000 -3.996946e+64 -5.261372e+64 6.333948e+64
717 2170 194280.000 -3.996946e+64 -5.261372e+64 6.333948e+64
718 2170 194310.000 -3.996946e+64 -5.261372e+64 6.333948e+64
719 2170 194340.000 -3.996946e+64 -5.261372e+64 6.333948e+64
720 2170 194370.000 -3.996946e+64 -5.261372e+64 6.333948e+64
721 2170 194400.000 -3.996946e+64 -5.261372e+64 6.333948e+64
722 2170 194430.000 -3.996946e+64 -5.261372e+64 6.333948e+64
723 2170 194460.000 -3.996946e+64 -5.261372e+64 6.333948e+64
724 2170 194490.000 -3.996946e+64 -5.261372e+64 6.333948e+64
725 2170 194520.000 -3.996946e+64 -5.261372e+64 6.333948e+64
726 2170 194550.000 -3.996946e+64 -5.261372e+64 6.333948e+64
727 2170 194580.000 -3.996946e+64 -5.261372e+64 6.333948e+64
728 2170 194610.000 -3.996946e+64 -5.261372e+64 6.333948e+64
729 2170 194640.000 -3.996946e+64 -5.261372e+64 6.333948e+64
730 2170 194670.000 -3.996946e+64 -5.261372e+64 6.333948e+64
731 2170 194700.000 -3.996946e+64 -5.261372e+64 6.333948e+64
732 2170 194730.000 -3.996946e+64 -5.261372e+64 6.333948e+64
733 2170 194760.000 -3.996946e+64 -5.261372e+64 6.333948e+64
734 2170 194790.000 -3.996946e+64 -5.261372e+64 6.333948e+64
735 2170 194820.000 -3.996946e+64 -5.261372e+64 6.333948e+64
736 2170 194850.000 -3.996946e+64 -5.261372e+64 6.333948e+64
737 2170 194880.000 -3.996946e+64 -5.261372e+64 6.333948e+64
738 2170 194910.000 -3.996946e+64 -5.261372e+64 6.333948e+64
739 2170 194940.000 -3.996946e+64 -5.261372e+64 6.333948e+64
740 2170 194970.000 -3.996946e+64 -5.261372e+64 6.333948e+64
741 2170 195000.000 -3.996946e+64 -5.261372e+64 6.333948e+64
742 2170 195030.000 -3.996946e+64 -5.261372e+64 6.333948e+64
743 2170 195060.000 -3.996946e+64 -5.261372e+64 6.333948e+64
744 2170 195090.000 -3.996946e+64 -5.261372e+64 6.333948e+64
745 2170 195120.000 -3.996946e+64 -5.261372e+64 6.333948e+64
746 2170 195150.000 -3.996946e+64 -5.261372e+64 6.333948e+64
747 2170 195180.000 -3.996946e+64 -5.261372e+64 6.333948e+64
748 2170 195210.000 -3.996946e+64 -5.261372e+64 6.333948e+64
749 2170 195240.000 -3.996946e+64 -5.261372e+64 6.333948e+64
750 2170 195270.000 -3.996946e+64 -5.261372e+64 6.333948e+64
751 2170 195300.000 -3.996946e+64 -5.261372e+64 6.333948e+64
752 2170 195330.000 -3.996946e+64 -5.261372e+64 6.333948e+64
753 2170 195360.000 -3.996946e+64 -5.261372e+64 6.333948e+64
754 2170 195390.000 -3.996946e+64 -5.261372e+64 6.333948e+64
755 2170 195420.000 -3.996946e+64 -5.261372e+64 6.333948e+64
756 2170 195450.000 -3.996946e+64 -5.261372e+64 6.333948e+64
757 2170 195480.000 -3.996946e+64 -5.261372e+64 6.333948e+64
758 2170 195510.000 -3.996946e+64 -5.261372e+64 6.333948e+64
759 2170 195540.000 -3.996946e+64 -5.261372e+64 6.333948e+64
760 2170 195570.000 -3.996946e+64 -5.261372e+64 6.333948e+64
761 2170 195600.000 -3.996946e+64 -5.261372e+64 6.333948e+64
762 2170 195630.000 -3.996946e+64 -5.261372e+64 6.333948e+64
763 2170 195660.000 -3.996946e+64 -5.261372e+64 6.333948e+64
764 2170 195690.000 -3.996946e+64 -5.261372e+64 6.333948e+64
765 2170 195720.000 -3.996946e+64 -5.261372e+64 6.333948e+64
766 2170 195750.000 -3.996946e+64 -5.261372e+64 6.333948e+64
767 2170 195780.000 -3.996946e+64 -5.261372e+64 6.333948e+64
768 2170 195810.000 -3.996946e+64 -5.261372e+64 6.333948e+64
769 2170 195840.000 -3.996946e+64 -5.261372e+64 6.333948e+64
770 2170 195870.000 -3.996946e+64 -5.261372e+64 6.333948e+64
771 2170 195900.000 -3.996946e+64 -5.261372e+64 6.333948e+64
772 2170 195930.000 -3.996946e+64 -5.261372e+64 6.333948e+64
773 2170 195960.000 -3.996946e+64 -5.261372e+64 6.333948e+64
